Trial Type,Experiment,Tank,Substrate,Plate Position,Obs,Time of Day,DateTime,Nos Stars-L,Nos Stars-R,Nos Stars-Tot,Nos_F,Nos_NF,check,Star_1_size,Star_1_position,Star_1_feeding,Star_2_size,Star_2_pos,Star_2_feeding,Star_3_size,Star_3_pos,Star_3_feeding,Star_4_size,Star_4_pos,Star_4_feeding,Star_5_size,Star_5_position,Star_5_feeding,Star_6_size,Star_6_pos,Star_6_feeding,Star_7_size,Star_7_pos,Star_7_feeding,Star_8_size,Star_8_pos,Star_8_feeding,Star_9_size,Star_9_pos,Star_9_feeding,Star_10_size,Star_10_pos,Star_10_feeding,Star_11_size,Star_11_pos,Star_11_feeding,,,,,,,,,
Preference_substrate,2,2,Slate,4,4,N,25/02/2022 21:00,2,0,2,1,1,0,m,lt,f,m,lt,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,2,Poly,5,4,N,25/02/2022 21:00,3,2,5,5,0,0,m,lb,f,m,lb,f,l,lt,f,m,rt,f,m,rt,f,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,2,Slate,6,4,N,25/02/2022 21:00,4,1,5,5,0,0,l,lt,f,m,lt,f,m,lt,f,m,lb,f,m,rt,f,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,3,Slate,1,4,N,25/02/2022 21:00,0,2,2,1,1,0,m,rt,f,m,rt,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,3,Poly,2,4,N,25/02/2022 21:00,4,3,7,5,2,0,l,lt,f,l,lt,f,m,lt,f,m,lt,f,m,rt,nf,m,rt,nf,l,rt,f,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,3,Slate,3,4,N,25/02/2022 21:00,1,2,3,1,1,1,m,lt,nf,m,rb,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,3,Poly,4,4,N,25/02/2022 21:00,4,2,6,0,6,0,m,lt,nf,m,lt,nf,m,lt,nf,m,lb,nf,m,rt,nf,m,rt,nf,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,3,Slate,5,4,N,25/02/2022 21:00,3,2,5,4,1,0,m,lt,f,m,lt,f,m,lt,nf,m,rt,f,m,rt,f,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,3,Poly,6,4,N,25/02/2022 21:00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,4,Poly,1,4,N,25/02/2022 21:00,0,1,1,0,1,0,m,rt,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,4,Slate,2,4,N,25/02/2022 21:00,2,1,3,1,2,0,m,lt,f,m,lt,nf,m,rb,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,4,Poly,3,4,N,25/02/2022 21:00,2,4,6,3,3,0,m,lb,f,m,lt,nf,m,rt,nf,m,rt,nf,l,rt,f,l,rt,f,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,4,Slate,4,4,N,25/02/2022 21:00,2,1,3,3,2,-2,m,lt,f,m,lt,nf,m,lt,f,m,lt,f,m,rt,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,4,Poly,5,4,N,25/02/2022 21:00,1,1,2,1,1,0,m,lt,nf,m,rt,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,4,Slate,6,4,N,25/02/2022 21:00,1,1,2,1,1,0,m,lt,nf,m,rt,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,1,Slate,1,5,D,26/02/2022 9:00,0,2,2,2,0,0,m,rt,f,l,rb,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,1,Poly,2,5,D,26/02/2022 9:00,1,2,3,2,1,0,m,lt,f,m,rb,nf,m,rt,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,1,Slate,3,5,D,26/02/2022 9:00,2,1,3,0,3,0,m,lb,nf,m,lb,nf,l,rt,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,1,Poly,4,5,D,26/02/2022 9:00,2,2,4,1,3,0,l,lb,nf,m,lb,f,l,rt,nf,m,rt,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,1,Slate,5,5,D,26/02/2022 9:00,2,0,2,2,0,0,m,lt,f,l,lt,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,1,Poly,6,5,D,26/02/2022 9:00,4,2,6,1,5,0,m,rt,nf,m,rt,nf,m,rt,nf,l,rb,f,l,lt,nf,l,lt,nf,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,1,Other,,5,D,26/02/2022 9:00,3,,3,1,2,0,m,glass,nf,m,glass,f,l,glass,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,2,Poly,1,5,D,26/02/2022 9:00,0,1,1,0,1,0,m,rt,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,2,Slate,2,5,D,26/02/2022 9:00,1,3,4,2,2,0,l,lt,nf,m,rt,f,m,rt,nf,l,rt,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,2,Poly,3,5,D,26/02/2022 9:00,2,1,3,1,2,0,m,lt,nf,m,lb,nf,l,rb,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,2,Slate,4,5,D,26/02/2022 9:00,3,0,3,2,1,0,m,lt,nf,l,lt,f,m,lb,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,2,Poly,5,5,D,26/02/2022 9:00,4,4,8,4,4,0,m,lb,nf,m,lt,f,m,lt,f,m,lt,nf,m,rt,nf,l,rt,f,m,rt,f,m,rt,nf,,,,,,,,,,,,,,,,,,
Preference_substrate,2,2,Slate,6,5,D,26/02/2022 9:00,0,2,2,1,1,0,l,rt,nf,m,rb,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,3,Slate,1,5,D,26/02/2022 9:00,0,1,1,1,0,0,m,rt,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,3,Poly,2,5,D,26/02/2022 9:00,1,3,4,2,2,0,l,lb,nf,m,rt,f,m,rt,f,m,rt,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,3,Slate,3,5,D,26/02/2022 9:00,1,1,2,1,1,0,m,lt,f,m,rt,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,3,Poly,4,5,D,26/02/2022 9:00,2,5,7,6,1,0,l,lt,f,m,lt,f,l,rt,f,m,rt,f,m,rt,f,m,rb,f,m,rb,nf,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,3,Slate,5,5,D,26/02/2022 9:00,3,2,5,4,1,0,l,lb,f,m,lb,f,l,lb,nf,l,rt,f,m,rb,f,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,3,Poly,6,5,D,26/02/2022 9:00,1,0,1,0,1,0,l,lt,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,4,Poly,1,5,D,26/02/2022 9:00,0,1,1,0,1,0,m,rt,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,4,Slate,2,5,D,26/02/2022 9:00,3,3,6,4,2,0,m,lt,nf,m,lt,f,l,lb,f,m,rt,f,m,rt,nf,m,rb,f,note-(ss6 orange color),,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,4,Poly,3,5,D,26/02/2022 9:00,2,3,5,3,2,0,l,lt,f,l,lt,nf,l,rt,f,m,rb,nf,m,rb,f,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,4,Slate,4,5,D,26/02/2022 9:00,4,0,4,2,2,0,m,lt,nf,l,lb,nf,m,lt,f,m,lb,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,4,Poly,5,5,D,26/02/2022 9:00,2,0,2,0,2,0,m,lt,nf,l,lt,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,4,Slate,6,5,D,26/02/2022 9:00,2,0,2,1,1,0,l,lb,f,m,lb,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,1,Slate,1,6,N,26/02/2022 21:00,1,0,1,0,1,0,m,lt,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,1,Poly,2,6,N,26/02/2022 21:00,3,3,6,2,3,1,m,lt,f,m,lt,nf,m,lt,nf,l,rt,f,m,rt,m,rb,nf,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,1,Slate,3,6,N,26/02/2022 21:00,2,0,2,0,2,0,m,lt,nf,m,lb,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,1,Poly,4,6,N,26/02/2022 21:00,1,2,3,2,1,0,m,lt,nf,m,rt,f,m,rt,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,1,Slate,5,6,N,26/02/2022 21:00,1,1,2,1,1,0,m,lt,f,m,rt,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,1,Poly,6,6,N,26/02/2022 21:00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,1,Other,,6,N,26/02/2022 21:00,7,,7,0,0,7,note-6 on tank sides one on bottom (7 total)/ 4 on the surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,2,Poly,1,6,N,26/02/2022 21:00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,2,Slate,2,6,N,26/02/2022 21:00,4,1,5,0,5,0,m,lt,nf,m,lt,nf,m,lt,nf,m,bl,nf,m,rt,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,2,Poly,3,6,N,26/02/2022 21:00,1,0,1,1,0,0,l,lb,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,2,Slate,4,6,N,26/02/2022 21:00,2,1,3,1,2,0,m,lt,f,m,lt,nf,s,rt,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,2,Poly,5,6,N,26/02/2022 21:00,2,5,7,1,5,1,m,lt,nf,m,lb,f,m,rt,nf,m,rt,nf,m,rt,nf,l,rt,nf,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,2,Slate,6,6,N,26/02/2022 21:00,2,,2,1,3,-2,m,lt,nf,m,lt,nf,m,rt,nf,m,rt,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,2,Other,,6,N,26/02/2022 21:00,1,,1,0,0,1,note-1 on side of tank near top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,3,Slate,1,6,N,26/02/2022 21:00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,3,Poly,2,6,N,26/02/2022 21:00,0,5,5,0,5,0,m,rt,nf,m,rt,nf,m,rt,nf,m,rt,nf,l,rt,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,3,Slate,3,6,N,26/02/2022 21:00,1,1,2,0,2,0,m,lt,nf,s,rt,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,3,Poly,4,6,N,26/02/2022 21:00,2,7,9,1,8,0,m,lb,f,m,lt,nf,m,rt,nf,m,rt,nf,m,rt,nf,m,rb,nf,s,rb,nf,s,rb,nf,m,rb,nf,,,,,,,,,,,,,,,
Preference_substrate,2,3,Slate,5,6,N,26/02/2022 21:00,4,1,5,0,5,0,m,lt,nf,m,lt,nf,m,lt,nf,s,lb,nf,m,rt,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,3,Poly,6,6,N,26/02/2022 21:00,1,0,1,0,1,0,m,lb,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,4,Poly,1,6,N,26/02/2022 21:00,0,1,1,0,1,0,s,rt,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,4,Slate,2,6,N,26/02/2022 21:00,1,3,4,1,3,0,m,lt,f,l,rt,nf,m,rt,nf,m,rt,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,4,Poly,3,6,N,26/02/2022 21:00,4,5,9,0,9,0,m,lt,nf,m,lt,nf,m,lt,nf,m,lb,nf,l,rb,nf,m,rt,nf,m,rt,nf,m,rt,nf,s,rt,nf,,,,,,,,,,,,,,,
Preference_substrate,2,4,Slate,4,6,N,26/02/2022 21:00,4,3,7,2,5,0,m,lt,f,m,lt,nf,m,lb,nf,m,lb,nf,m,rt,nf,m,rt,nf,m,rb,f,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,4,Poly,5,6,N,26/02/2022 21:00,1,1,2,0,2,0,s,lb,nf,m,rt,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,4,Slate,6,6,N,26/02/2022 21:00,1,1,2,0,2,0,l,lt,nf,m,rt,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,1,Slate,1,7,D,27/02/2022 9:00,0,1,1,0,1,0,l,rt,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,1,Poly,2,7,D,27/02/2022 9:00,3,4,7,6,1,0,m,lt,f,m,lt,nf,m,lb,f,m,rt,f,m,rt,f,m,rt,f,m,rt,f,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,1,Slate,3,7,D,27/02/2022 9:00,2,1,3,1,2,0,s,lt,nf,m,lb,f,s,rt,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,1,Poly,4,7,D,27/02/2022 9:00,1,1,2,1,1,0,m,lt,f,m,rt,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,1,Slate,5,7,D,27/02/2022 9:00,2,1,3,1,3,-1,m,lt,nf,m,lt,nf,m,lt,f,m,rt,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,1,Poly,6,7,D,27/02/2022 9:00,1,0,1,0,1,0,m,lt,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,1,Other,,7,D,27/02/2022 9:00,4,,4,0,0,4,note-3 near top of tank/water interface. All on left panel-increased air flow-tankeffect?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,2,Poly,1,7,D,27/02/2022 9:00,0,2,2,1,1,0,m,rt,nf,l,rb,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,2,Slate,2,7,D,27/02/2022 9:00,3,1,4,0,4,0,m,lt,nf,m,lt,nf,m,lt,nf,m,rb,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,2,Poly,3,7,D,27/02/2022 9:00,0,1,1,0,1,0,m,rt,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,2,Slate,4,7,D,27/02/2022 9:00,3,0,3,1,3,-1,s,lt,f,l,lt,nf,s,lt,nf,m,lb,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,2,Poly,5,7,D,27/02/2022 9:00,1,3,4,0,4,0,m,lt,nf,m,rt,nf,m,rt,nf,m,rt,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,2,Slate,6,7,D,27/02/2022 9:00,1,2,3,0,3,0,s,lt,nf,m,rt,nf,m,rt,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,,Other,,7,D,27/02/2022 9:00,2,,2,0,0,2,note-2 on right panel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,3,Slate,1,7,D,27/02/2022 9:00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,3,Poly,2,7,D,27/02/2022 9:00,1,3,4,1,3,0,m,lt,f,m,rt,nf,m,rt,nf,m,rt,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,3,Slate,3,7,D,27/02/2022 9:00,0,3,3,1,2,0,m,rt,nf,m,rt,nf,m,rt,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,3,Poly,4,7,D,27/02/2022 9:00,3,4,7,2,5,0,m,lt,f,m,lt,nf,m,lt,nf,s,rt,f,m,rt,nf,m,rt,nf,m,rt,nf,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,3,Slate,5,7,D,27/02/2022 9:00,4,1,5,0,5,0,m,lt,nf,m,lt,nf,m,lb,nf,m,lb,nf,m,rt,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,3,Poly,6,7,D,27/02/2022 9:00,1,0,1,0,1,0,m,lt,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,4,Poly,1,7,D,27/02/2022 9:00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,4,Slate,2,7,D,27/02/2022 9:00,0,4,4,1,3,0,m,rt,nf,m,rt,nf,m,rt,nf,m,rt,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,4,Poly,3,7,D,27/02/2022 9:00,4,6,10,2,8,0,s,lt,f,m,lt,f,m,lt,nf,m,lt,nf,m,rt,nf,m,rt,nf,m,rt,nf,m,rt,nf,m,rb,nf,m,rb,nf,,,,,,,,,,,,
Preference_substrate,2,4,Slate,4,7,D,27/02/2022 9:00,7,1,8,0,8,0,m,lt,nf,m,lt,nf,m,lb,nf,m,lb,nf,m,lb,nf,m,lb,nf,m,lb,nf,l,rb,nf,,,,,,,,,,,,,,,,,,
Preference_substrate,2,4,Poly,5,7,D,27/02/2022 9:00,0,1,1,0,1,0,m,rt,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,4,Slate,6,7,D,27/02/2022 9:00,0,2,2,1,1,0,m,rt,f,m,rt,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,1,Slate,1,8,N,27/02/2022 21:00,2,4,6,4,2,0,m,lt,f,l,lt,f,l,rb,f,m,rb,f,m,rb,nf,m,rb,nf,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,1,Poly,2,8,N,27/02/2022 21:00,2,0,2,0,2,0,l,lt,nf,m,lb,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,1,Slate,3,8,N,27/02/2022 21:00,0,2,2,0,2,0,m,rt,nf,m,rt,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,1,Poly,4,8,N,27/02/2022 21:00,1,3,4,2,2,0,m,lb,f,m,rt,nf,m,rt,f,l,rt,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,1,Slate,5,8,N,27/02/2022 21:00,1,0,1,0,1,0,m,lt,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,1,Poly,6,8,N,27/02/2022 21:00,0,1,1,1,0,0,m,rt,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,1,Other,6,8,N,27/02/2022 21:00,4,0,4,0,4,0,m,glass,nf,m,glass,nf,m,glass,nf,m,glass,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,2,Poly,1,8,N,27/02/2022 21:00,0,1,1,0,1,0,m,rt,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,2,Slate,2,8,N,27/02/2022 21:00,0,4,4,0,4,0,m,rt,nf,l,rt,nf,m,rt,nf,m,rt,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,2,Poly,3,8,N,27/02/2022 21:00,1,0,1,1,0,0,l,lb,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,2,Slate,4,8,N,27/02/2022 21:00,6,0,6,3,3,0,l,lt,f,m,lt,nf,m,lt,nf,l,lb,nf,l,lb,f,m,lb,f,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,2,Poly,5,8,N,27/02/2022 21:00,0,2,2,1,1,0,m,rt,nf,m,rt,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,2,Slate,6,8,N,27/02/2022 21:00,3,1,4,4,0,0,m,lt,f,m,lt,f,l,lb,f,m,rt,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,3,Slate,1,8,N,27/02/2022 21:00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,3,Poly,2,8,N,27/02/2022 21:00,0,3,3,2,1,0,m,rt,f,m,rt,nf,m,rt,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,3,Slate,3,8,N,27/02/2022 21:00,2,0,2,2,0,0,m,lt,f,m,lt,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,3,Poly,4,8,N,27/02/2022 21:00,2,6,8,3,5,0,m,lt,nf,m,lb,nf,m,rt,f,m,rt,nf,m,rt,nf,m,rt,f,m,rb,nf,m,rb,f,,,,,,,,,,,,,,,,,,
Preference_substrate,2,3,Slate,5,8,N,27/02/2022 21:00,3,2,5,1,4,0,l,lt,nf,m,lb,nf,l,lb,f,m,rb,nf,m,rb,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,3,Poly,6,8,N,27/02/2022 21:00,2,0,2,2,0,0,l,lt,f,m,lt,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,4,Poly,1,8,N,27/02/2022 21:00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,4,Slate,2,8,N,27/02/2022 21:00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,4,Poly,3,8,N,27/02/2022 21:00,3,8,11,6,5,0,m,lt,f,m,lb,f,m,lb,nf,m,rt,nf,m,rt,nf,m,rb,nf,m,rb,f,m,rb,f,l,rb,f,m,rb,nf,m,rb,f,,,,,,,,,
